index,paras,rt_name,sl_name,fe_name,method,mean_validation_score
4,"{'alpha': 1.0, 'fit_intercept': False}",Identity,MinMax,BestK3,Ridge,-17.772426849056192
5,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,MinMax,BestK3,Ridge,-17.780315325078124
0,{'fit_intercept': False},Identity,MinMax,BestK2,LM,-17.597990100992106
1,{'fit_intercept': True},Identity,MinMax,BestK2,LM,-17.8480248484053
0,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,MinMax,BestK2,Ridge,-17.53014435079429
1,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,MinMax,BestK2,Ridge,-17.600718661438606
2,"{'alpha': 1.0, 'fit_intercept': False}",Identity,MinMax,BestK2,Ridge,-17.695918536231595
3,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,MinMax,BestK2,Ridge,-17.725191452930176
4,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,MinMax,BestK2,Ridge,-17.743583465738798
5,"{'alpha': 1.0, 'fit_intercept': True}",Identity,MinMax,BestK2,Ridge,-17.80935516744189
0,{'fit_intercept': True},Identity,MinMax,PCA1,LM,-24.976896336587604
1,{'fit_intercept': False},Identity,MinMax,PCA1,LM,-300.5666901274924
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,MinMax,PCA1,Ridge,-24.971690619950277
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,MinMax,PCA1,Ridge,-24.976887489625422
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,MinMax,PCA1,Ridge,-24.976896308611302
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,MinMax,PCA1,Ridge,-300.562789376289
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,MinMax,PCA1,Ridge,-300.5666777903203
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,MinMax,PCA1,Ridge,-300.56669008847877
0,{'fit_intercept': True},Identity,MinMax,PCA2,LM,-24.853748430462172
1,{'fit_intercept': False},Identity,MinMax,PCA2,LM,-301.2098906535623
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,MinMax,PCA2,Ridge,-24.851625727086855
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,MinMax,PCA2,Ridge,-24.853742983405798
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,MinMax,PCA2,Ridge,-24.853748413263613
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,MinMax,PCA2,Ridge,-301.13367743901915
4,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,MinMax,PCA2,Ridge,-301.13580747899994
5,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,MinMax,PCA2,Ridge,-301.1358103674925
0,{'fit_intercept': True},Identity,MinMax,PCA3,LM,-17.76486285646696
1,{'fit_intercept': False},Identity,MinMax,PCA3,LM,-309.84231707109564
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,MinMax,PCA3,Ridge,-17.01738945484161
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,MinMax,PCA3,Ridge,-17.319455777702004
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,MinMax,PCA3,Ridge,-17.32310320711748
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,MinMax,PCA3,Ridge,-303.23066177688224
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,MinMax,PCA3,Ridge,-303.3273512499215
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,MinMax,PCA3,Ridge,-303.3274386830595
0,{'fit_intercept': True},Identity,ZScore,Identity,LM,-17.754814831345158
1,{'fit_intercept': False},Identity,ZScore,Identity,LM,-309.77607421875
0,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,Identity,Ridge,-17.226993176184738
1,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,Identity,Ridge,-17.227257645094802
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,Identity,Ridge,-17.245786699076355
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,Identity,Ridge,-304.0661264606973
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,Identity,Ridge,-304.0736108724572
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,Identity,Ridge,-304.07368000377716
0,{'fit_intercept': True},Identity,ZScore,BestK1,LM,-18.70796651154173
1,{'fit_intercept': False},Identity,ZScore,BestK1,LM,-301.20121219382696
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,BestK1,Ridge,-18.727796829299383
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,BestK1,Ridge,-18.781172179190555
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,BestK1,Ridge,-18.78134363717566
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,BestK1,Ridge,-301.4286706655104
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,BestK1,Ridge,-301.4350522785575
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,BestK1,Ridge,-301.43506622731593
0,{'fit_intercept': True},Identity,ZScore,BestK3,LM,-17.75100988480107
1,{'fit_intercept': False},Identity,ZScore,BestK3,LM,-302.1345756543123
0,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,BestK3,Ridge,-17.646294726983346
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,BestK3,Ridge,-17.646344392010757
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,BestK3,Ridge,-17.706149248292103
3,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,BestK3,Ridge,-301.72202191280564
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,BestK3,Ridge,-301.72202358336574
5,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,BestK3,Ridge,-301.72300154932077
0,{'fit_intercept': True},Identity,ZScore,BestK2,LM,-17.848024848405238
1,{'fit_intercept': False},Identity,ZScore,BestK2,LM,-301.88224486412986
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,BestK2,Ridge,-17.701943724333084
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,BestK2,Ridge,-17.738415680711295
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,BestK2,Ridge,-17.739171161328645
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,BestK2,Ridge,-301.90252407507944
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,BestK2,Ridge,-301.906637390525
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,BestK2,Ridge,-301.90665171145145
0,{'fit_intercept': True},Identity,ZScore,PCA1,LM,-24.743875029260504
1,{'fit_intercept': False},Identity,ZScore,PCA1,LM,-301.1785729376311
0,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,PCA1,Ridge,-24.74387503128007
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,PCA1,Ridge,-24.743875667743737
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,PCA1,Ridge,-24.744076932806433
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,PCA1,Ridge,-301.1783458521006
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,PCA1,Ridge,-301.1785722195186
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,PCA1,Ridge,-301.1785729353609
0,{'fit_intercept': True},Identity,ZScore,PCA2,LM,-27.014968025449292
1,{'fit_intercept': False},Identity,ZScore,PCA2,LM,-302.83805423005526
0,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,PCA2,Ridge,-27.01496802770244
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,PCA2,Ridge,-27.01496842661709
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,PCA2,Ridge,-27.015094584864276
3,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,PCA2,Ridge,-302.8488996961576
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,PCA2,Ridge,-302.84889988320936
5,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,PCA2,Ridge,-302.8489590303445
0,{'fit_intercept': True},Identity,ZScore,PCA3,LM,-17.765376829324218
1,{'fit_intercept': False},Identity,ZScore,PCA3,LM,-309.8292552054173
0,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,ZScore,PCA3,Ridge,-17.206933560392677
1,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,ZScore,PCA3,Ridge,-17.207007202874664
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,ZScore,PCA3,Ridge,-17.215800939333242
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,ZScore,PCA3,Ridge,-304.0665182152827
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,ZScore,PCA3,Ridge,-304.07390879015753
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,ZScore,PCA3,Ridge,-304.07397792346615
0,{'fit_intercept': True},Identity,Identity,Identity,LM,-17.7553541112829
1,{'fit_intercept': False},Identity,Identity,Identity,LM,-17.793826580047607
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,Identity,Ridge,-17.259507277558786
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,Identity,Ridge,-17.25950752313766
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,Identity,Ridge,-17.25950752391421
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,Identity,Ridge,-17.276069772271697
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,Identity,Ridge,-17.27607020133064
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,Identity,Ridge,-17.27607020268746
0,{'fit_intercept': False},Identity,Identity,BestK1,LM,-18.606190452336524
1,{'fit_intercept': True},Identity,Identity,BestK1,LM,-18.707966511541727
0,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,BestK1,Ridge,-18.655571909593892
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,BestK1,Ridge,-18.65557438771271
2,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,BestK1,Ridge,-18.655574395549234
3,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,BestK1,Ridge,-18.853793922356314
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,BestK1,Ridge,-18.853797077544577
5,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,BestK1,Ridge,-18.85379708752214
0,{'fit_intercept': False},Identity,Identity,BestK3,LM,-17.729128419530145
1,{'fit_intercept': True},Identity,Identity,BestK3,LM,-17.751009884801086
0,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,BestK3,Ridge,-17.511921375352387
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,BestK3,Ridge,-17.51192137812331
2,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,BestK3,Ridge,-17.51192225438122
3,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,BestK3,Ridge,-17.556037991802533
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,BestK3,Ridge,-17.556038222320385
5,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,BestK3,Ridge,-17.556038223049356
0,{'fit_intercept': False},Identity,Identity,BestK2,LM,-17.78341988592323
1,{'fit_intercept': True},Identity,Identity,BestK2,LM,-17.84802484840532
0,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,BestK2,Ridge,-17.52615047949203
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,BestK2,Ridge,-17.526151525964302
2,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,BestK2,Ridge,-17.526151529273534
3,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,BestK2,Ridge,-17.85925388836135
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,BestK2,Ridge,-17.85925388961779
5,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,BestK2,Ridge,-17.859254286942743
0,{'fit_intercept': True},Identity,Identity,PCA1,LM,-24.737431117586794
1,{'fit_intercept': False},Identity,Identity,PCA1,LM,-301.38080570308904
0,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,PCA1,Ridge,-24.737431117588137
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,PCA1,Ridge,-24.737431117592415
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,PCA1,Ridge,-24.73743111893495
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,PCA1,Ridge,-301.3808057013941
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,PCA1,Ridge,-301.3808057030844
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,PCA1,Ridge,-301.3808057030896
0,{'fit_intercept': True},Identity,Identity,PCA2,LM,-24.73743111758679
1,{'fit_intercept': False},Identity,Identity,PCA2,LM,-301.38080570308904
0,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,PCA2,Ridge,-24.737431117587327
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,PCA2,Ridge,-24.73743111759162
2,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,PCA2,Ridge,-24.737431118934186
3,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,PCA2,Ridge,-301.38080570139385
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,PCA2,Ridge,-301.38080570308415
5,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,PCA2,Ridge,-301.3808057030895
0,{'fit_intercept': True},Identity,Identity,PCA3,LM,-17.76464024086567
1,{'fit_intercept': False},Identity,Identity,PCA3,LM,-309.83643349165743
0,"{'alpha': 1.0, 'fit_intercept': True}",Identity,Identity,PCA3,Ridge,-17.223774213330664
1,"{'alpha': 0.0031622776601683794, 'fit_intercept': True}",Identity,Identity,PCA3,Ridge,-17.22377497700643
2,"{'alpha': 1e-05, 'fit_intercept': True}",Identity,Identity,PCA3,Ridge,-17.223774979421435
3,"{'alpha': 1e-05, 'fit_intercept': False}",Identity,Identity,PCA3,Ridge,-302.29968792810723
4,"{'alpha': 0.0031622776601683794, 'fit_intercept': False}",Identity,Identity,PCA3,Ridge,-302.2996879285356
5,"{'alpha': 1.0, 'fit_intercept': False}",Identity,Identity,PCA3,Ridge,-302.29968806400444
